Day,Hour,DHI,DNI,WS,RH,T,TARGET
0.000000,16.500000,10.000000,0.000000,2.000000,70.280000,-6.000000,0.938541
0.000000,17.000000,0.000000,0.000000,2.000000,71.330000,-7.000000,0.000000
0.000000,17.500000,0.000000,0.000000,2.000000,71.350000,-7.000000,0.000000
0.000000,18.000000,0.000000,0.000000,2.100000,76.430000,-8.000000,0.000000
0.000000,18.500000,0.000000,0.000000,2.200000,76.440000,-8.000000,0.000000
0.000000,19.000000,0.000000,0.000000,2.300000,76.720000,-8.000000,0.000000
1.000000,4.500000,0.000000,0.000000,1.600000,90.460000,-12.000000,0.000000
1.000000,5.000000,0.000000,0.000000,1.600000,87.340000,-12.000000,0.000000
1.000000,5.500000,0.000000,0.000000,1.600000,87.340000,-12.000000,0.000000
1.000000,6.000000,0.000000,0.000000,1.700000,84.960000,-12.000000,0.000000
1.000000,6.500000,0.000000,0.000000,1.700000,84.960000,-12.000000,0.000000
1.000000,7.000000,0.000000,0.000000,1.800000,83.200000,-12.000000,0.000000
1.000000,7.500000,0.000000,0.000000,2.000000,70.750000,-10.000000,0.000000
1.000000,8.000000,27.000000,519.000000,2.300000,73.260000,-9.000000,7.133144
1.000000,8.500000,41.000000,690.000000,2.800000,57.870000,-6.000000,14.922796
1.000000,9.000000,49.000000,799.000000,3.300000,66.230000,-4.000000,22.806037
1.000000,9.500000,23.000000,0.000000,3.000000,56.920000,-2.000000,2.158549
1.000000,10.000000,60.000000,910.000000,2.700000,57.910000,-1.000000,36.225679
1.000000,10.500000,64.000000,938.000000,2.400000,53.780000,0.000000,41.386914
1.000000,11.000000,66.000000,961.000000,2.100000,59.870000,0.000000,45.140829
1.000000,11.500000,67.000000,972.000000,1.900000,55.630000,0.000000,47.580874
1.000000,12.000000,67.000000,980.000000,1.700000,58.880000,1.000000,48.612666
1.000000,12.500000,66.000000,978.000000,1.500000,58.860000,1.000000,48.143432
1.000000,13.000000,64.000000,972.000000,1.400000,60.680000,2.000000,46.172141
1.000000,13.500000,62.000000,958.000000,1.200000,60.660000,1.000000,42.794162
1.000000,14.000000,57.000000,936.000000,1.200000,61.340000,1.000000,38.195666
1.000000,14.500000,53.000000,902.000000,0.900000,61.330000,0.000000,32.283670
1.000000,15.000000,46.000000,852.000000,0.600000,72.290000,0.000000,25.432775
1.000000,15.500000,39.000000,772.000000,0.500000,77.790000,-1.000000,17.737444
1.000000,16.000000,28.000000,641.000000,0.500000,68.910000,-2.000000,9.854244
1.000000,16.500000,14.000000,389.000000,0.400000,74.290000,-3.000000,2.627827
1.000000,17.000000,0.000000,0.000000,0.400000,67.810000,-4.000000,0.000000
1.000000,17.500000,0.000000,0.000000,0.800000,73.200000,-5.000000,0.000000
1.000000,18.000000,0.000000,0.000000,1.300000,73.620000,-6.000000,0.000000
1.000000,18.500000,0.000000,0.000000,1.500000,73.600000,-6.000000,0.000000
1.000000,19.000000,0.000000,0.000000,1.800000,74.970000,-7.000000,0.000000
2.000000,4.500000,0.000000,0.000000,2.400000,66.780000,-7.000000,0.000000
2.000000,5.000000,0.000000,0.000000,2.500000,68.320000,-7.000000,0.000000
2.000000,5.500000,0.000000,0.000000,2.500000,68.320000,-7.000000,0.000000
2.000000,6.000000,0.000000,0.000000,2.600000,69.680000,-7.000000,0.000000
2.000000,6.500000,0.000000,0.000000,2.600000,69.690000,-6.000000,0.000000
2.000000,7.000000,0.000000,0.000000,2.600000,74.080000,-6.000000,0.000000
2.000000,7.500000,0.000000,0.000000,2.400000,63.540000,-4.000000,0.000000
2.000000,8.000000,8.000000,0.000000,2.200000,72.050000,-3.000000,0.750808
2.000000,8.500000,18.000000,0.000000,2.000000,66.850000,-2.000000,1.689299
2.000000,9.000000,55.000000,0.000000,1.800000,72.810000,-1.000000,5.161690
2.000000,9.500000,53.000000,0.000000,2.000000,67.630000,-1.000000,4.973992
2.000000,10.000000,153.000000,65.000000,2.200000,72.030000,-1.000000,16.517408
2.000000,10.500000,104.000000,0.000000,2.600000,72.020000,0.000000,9.760179
2.000000,11.000000,81.000000,0.000000,3.100000,75.290000,0.000000,7.601678
2.000000,11.500000,117.000000,0.000000,3.500000,75.280000,0.000000,10.980202
2.000000,12.000000,176.000000,20.000000,3.900000,75.990000,0.000000,17.361857
2.000000,12.500000,52.000000,0.000000,4.300000,76.010000,0.000000,4.880090
2.000000,13.000000,141.000000,3.000000,4.700000,79.120000,-1.000000,13.326545
2.000000,13.500000,101.000000,0.000000,5.000000,79.170000,-1.000000,9.478740
2.000000,14.000000,48.000000,0.000000,5.300000,78.490000,-2.000000,4.504797
2.000000,14.500000,28.000000,0.000000,5.100000,84.710000,-3.000000,2.627827
2.000000,15.000000,110.000000,157.000000,5.100000,80.480000,-4.000000,14.265504
2.000000,15.500000,71.000000,535.000000,4.400000,86.960000,-5.000000,16.611987
2.000000,16.000000,47.000000,403.000000,3.700000,79.930000,-7.000000,9.010089
2.000000,16.500000,26.000000,0.000000,3.100000,86.460000,-8.000000,2.440259
2.000000,17.000000,0.000000,0.000000,2.600000,80.460000,-9.000000,0.000000
2.000000,17.500000,0.000000,0.000000,2.300000,87.150000,-9.000000,0.000000
2.000000,18.000000,0.000000,0.000000,2.000000,85.230000,-10.000000,0.000000
2.000000,18.500000,0.000000,0.000000,1.700000,85.260000,-10.000000,0.000000
2.000000,19.000000,0.000000,0.000000,1.500000,85.290000,-11.000000,0.000000
3.000000,4.500000,0.000000,0.000000,2.200000,72.770000,-12.000000,0.000000
3.000000,5.000000,0.000000,0.000000,2.200000,72.630000,-12.000000,0.000000
3.000000,5.500000,0.000000,0.000000,2.000000,66.980000,-11.000000,0.000000
3.000000,6.000000,0.000000,0.000000,1.900000,67.970000,-11.000000,0.000000
3.000000,6.500000,0.000000,0.000000,1.800000,67.990000,-11.000000,0.000000
3.000000,7.000000,0.000000,0.000000,1.800000,69.470000,-11.000000,0.000000
3.000000,7.500000,0.000000,0.000000,2.100000,59.160000,-9.000000,0.000000
3.000000,8.000000,34.000000,112.000000,2.400000,65.000000,-8.000000,4.129670
3.000000,8.500000,65.000000,160.000000,2.600000,55.590000,-6.000000,8.728428
3.000000,9.000000,88.000000,320.000000,2.900000,58.760000,-5.000000,15.579604
3.000000,9.500000,129.000000,183.000000,2.700000,54.460000,-3.000000,17.456281
3.000000,10.000000,150.000000,279.000000,2.600000,58.110000,-2.000000,23.556335
3.000000,10.500000,159.000000,29.000000,2.800000,50.070000,-1.000000,16.048163
3.000000,11.000000,190.000000,298.000000,3.000000,52.790000,0.000000,29.937473
3.000000,11.500000,211.000000,210.000000,3.200000,49.080000,0.000000,28.811298
3.000000,12.000000,114.000000,0.000000,3.500000,54.630000,0.000000,10.698658
3.000000,12.500000,152.000000,6.000000,3.500000,54.640000,0.000000,14.546421
3.000000,13.000000,189.000000,48.000000,3.600000,57.390000,1.000000,19.707838
3.000000,13.500000,83.000000,0.000000,3.400000,57.400000,0.000000,7.789374
3.000000,14.000000,61.000000,911.000000,3.200000,59.010000,0.000000,38.008390
3.000000,14.500000,105.000000,492.000000,2.800000,59.030000,0.000000,24.963535
3.000000,15.000000,111.000000,167.000000,2.500000,65.150000,0.000000,14.640269
3.000000,15.500000,27.000000,0.000000,2.300000,70.120000,0.000000,2.533893
3.000000,16.000000,15.000000,0.000000,2.200000,65.740000,-1.000000,1.407734
3.000000,16.500000,4.000000,0.000000,2.200000,65.750000,-1.000000,0.375396
3.000000,17.000000,0.000000,0.000000,2.200000,64.360000,-2.000000,0.000000
3.000000,17.500000,0.000000,0.000000,2.000000,64.380000,-2.000000,0.000000
3.000000,18.000000,0.000000,0.000000,1.900000,66.960000,-3.000000,0.000000
3.000000,18.500000,0.000000,0.000000,1.700000,66.990000,-3.000000,0.000000
3.000000,19.000000,0.000000,0.000000,1.500000,65.330000,-4.000000,0.000000
4.000000,4.500000,0.000000,0.000000,2.100000,70.630000,-4.000000,0.000000
4.000000,5.000000,0.000000,0.000000,2.300000,73.870000,-4.000000,0.000000
4.000000,5.500000,0.000000,0.000000,2.500000,68.440000,-3.000000,0.000000
4.000000,6.000000,0.000000,0.000000,2.800000,72.330000,-3.000000,0.000000
4.000000,6.500000,0.000000,0.000000,3.200000,67.060000,-2.000000,0.000000
4.000000,7.000000,0.000000,0.000000,3.600000,72.480000,-2.000000,0.000000
4.000000,7.500000,0.000000,0.000000,3.800000,67.260000,-1.000000,0.000000
4.000000,8.000000,33.000000,166.000000,4.100000,71.830000,0.000000,4.504698
4.000000,8.500000,63.000000,220.000000,4.500000,66.720000,1.000000,9.478531
4.000000,9.000000,44.000000,0.000000,4.900000,73.360000,2.000000,4.129216
4.000000,9.500000,83.000000,0.000000,5.700000,68.230000,3.000000,7.789117
4.000000,10.000000,97.000000,0.000000,6.600000,65.550000,4.000000,9.102844
4.000000,10.500000,129.000000,0.000000,7.000000,65.530000,4.000000,12.105844
4.000000,11.000000,202.000000,149.000000,7.400000,64.540000,5.000000,25.056006
4.000000,11.500000,173.000000,20.000000,7.700000,64.510000,5.000000,17.079375
4.000000,12.000000,218.000000,123.000000,8.000000,67.170000,6.000000,25.806465
4.000000,12.500000,198.000000,48.000000,7.800000,67.180000,6.000000,20.645172
4.000000,13.000000,179.000000,31.000000,7.700000,69.260000,6.000000,18.111446
4.000000,13.500000,191.000000,183.000000,7.500000,69.290000,5.000000,25.149849
4.000000,14.000000,153.000000,36.000000,7.300000,69.790000,5.000000,15.671734
4.000000,14.500000,142.000000,100.000000,7.100000,74.910000,5.000000,16.422476
4.000000,15.000000,96.000000,4.000000,6.900000,74.500000,5.000000,9.196587
4.000000,15.500000,68.000000,0.000000,6.400000,80.020000,4.000000,6.381375
4.000000,16.000000,38.000000,0.000000,6.000000,78.190000,4.000000,3.566063
4.000000,16.500000,11.000000,0.000000,5.400000,78.220000,3.000000,1.032293
4.000000,17.000000,0.000000,0.000000,4.900000,76.520000,3.000000,0.000000
4.000000,17.500000,0.000000,0.000000,4.600000,82.240000,3.000000,0.000000
4.000000,18.000000,0.000000,0.000000,4.300000,80.880000,3.000000,0.000000
4.000000,18.500000,0.000000,0.000000,3.700000,80.930000,3.000000,0.000000
4.000000,19.000000,0.000000,0.000000,3.200000,74.190000,3.000000,0.000000
5.000000,4.500000,0.000000,0.000000,2.600000,81.640000,0.000000,0.000000
5.000000,5.000000,0.000000,0.000000,2.700000,81.490000,0.000000,0.000000
5.000000,5.500000,0.000000,0.000000,2.600000,81.510000,0.000000,0.000000
5.000000,6.000000,0.000000,0.000000,2.600000,81.800000,0.000000,0.000000
5.000000,6.500000,0.000000,0.000000,2.600000,81.800000,0.000000,0.000000
5.000000,7.000000,0.000000,0.000000,2.600000,82.950000,0.000000,0.000000
5.000000,7.500000,0.000000,0.000000,2.800000,77.140000,1.000000,0.000000
5.000000,8.000000,31.000000,266.000000,3.000000,79.240000,2.000000,5.255366
5.000000,8.500000,55.000000,366.000000,3.100000,73.760000,3.000000,11.073684
5.000000,9.000000,98.000000,190.000000,3.200000,76.110000,5.000000,13.513352
5.000000,9.500000,113.000000,363.000000,3.300000,70.930000,6.000000,21.114380
5.000000,10.000000,131.000000,422.000000,3.400000,70.360000,7.000000,26.650747
5.000000,10.500000,157.000000,398.000000,3.300000,65.620000,8.000000,29.841001
5.000000,11.000000,102.000000,700.000000,3.300000,63.780000,9.000000,38.379985
5.000000,11.500000,105.000000,722.000000,3.300000,63.760000,9.000000,40.913627
5.000000,12.000000,102.000000,744.000000,3.400000,60.360000,9.000000,42.227368
5.000000,12.500000,101.000000,742.000000,3.300000,60.340000,9.000000,41.852013
5.000000,13.000000,113.000000,673.000000,3.200000,61.570000,9.000000,38.943017
5.000000,13.500000,127.000000,576.000000,2.900000,65.920000,8.000000,34.626822
5.000000,14.000000,131.000000,479.000000,2.600000,69.220000,8.000000,29.559482
5.000000,14.500000,121.000000,395.000000,2.300000,79.480000,7.000000,23.741686
5.000000,15.000000,101.000000,325.000000,2.000000,80.750000,6.000000,17.829921
5.000000,15.500000,77.000000,235.000000,1.900000,93.040000,4.000000,11.730469
5.000000,16.000000,48.000000,177.000000,1.900000,89.300000,3.000000,6.662980
5.000000,16.500000,22.000000,0.000000,2.000000,96.020000,2.000000,2.064608
5.000000,17.000000,0.000000,0.000000,2.100000,90.050000,1.000000,0.000000
5.000000,17.500000,0.000000,0.000000,2.300000,90.080000,1.000000,0.000000
5.000000,18.000000,0.000000,0.000000,2.500000,87.110000,1.000000,0.000000
5.000000,18.500000,0.000000,0.000000,2.700000,87.120000,1.000000,0.000000
5.000000,19.000000,0.000000,0.000000,3.000000,84.300000,1.000000,0.000000
6.000000,4.500000,0.000000,0.000000,0.900000,87.840000,-4.000000,0.000000
6.000000,5.000000,0.000000,0.000000,0.900000,84.250000,-5.000000,0.000000
6.000000,5.500000,0.000000,0.000000,1.000000,84.290000,-5.000000,0.000000
6.000000,6.000000,0.000000,0.000000,1.100000,86.590000,-5.000000,0.000000
6.000000,6.500000,0.000000,0.000000,1.200000,86.630000,-5.000000,0.000000
6.000000,7.000000,0.000000,0.000000,1.300000,80.300000,-6.000000,0.000000
6.000000,7.500000,0.000000,0.000000,1.400000,80.340000,-5.000000,0.000000
6.000000,8.000000,8.000000,0.000000,1.500000,78.680000,-5.000000,0.750824
6.000000,8.500000,17.000000,0.000000,1.500000,72.890000,-4.000000,1.595484
6.000000,9.000000,52.000000,0.000000,1.500000,71.790000,-3.000000,4.880251
6.000000,9.500000,40.000000,0.000000,1.300000,66.560000,-2.000000,3.753998
6.000000,10.000000,58.000000,0.000000,1.100000,66.100000,-1.000000,5.443237
6.000000,10.500000,90.000000,0.000000,1.000000,61.340000,0.000000,8.446309
6.000000,11.000000,131.000000,0.000000,1.000000,61.840000,0.000000,12.294072
6.000000,11.500000,172.000000,18.000000,0.900000,57.450000,1.000000,16.892432
6.000000,12.000000,201.000000,48.000000,0.900000,61.080000,2.000000,20.927617
6.000000,12.500000,218.000000,129.000000,0.900000,61.030000,2.000000,26.089136
6.000000,13.000000,208.000000,110.000000,0.900000,59.500000,3.000000,24.118109
6.000000,13.500000,194.000000,148.000000,0.900000,59.470000,3.000000,24.118109
6.000000,14.000000,156.000000,338.000000,0.900000,57.810000,3.000000,26.839608
6.000000,14.500000,59.000000,872.000000,0.900000,62.080000,2.000000,33.033727
6.000000,15.000000,52.000000,823.000000,1.000000,66.160000,2.000000,26.182982
6.000000,15.500000,44.000000,744.000000,1.000000,71.090000,1.000000,18.675522
6.000000,16.000000,33.000000,619.000000,1.000000,71.550000,0.000000,10.792506
6.000000,16.500000,37.000000,0.000000,1.200000,76.970000,-1.000000,3.472410
6.000000,17.000000,0.000000,0.000000,1.500000,83.650000,-2.000000,0.000000
6.000000,17.500000,0.000000,0.000000,1.800000,77.600000,-2.000000,0.000000
6.000000,18.000000,0.000000,0.000000,2.200000,77.560000,-2.000000,0.000000
6.000000,18.500000,0.000000,0.000000,2.600000,77.520000,-1.000000,0.000000
6.000000,19.000000,0.000000,0.000000,3.000000,76.690000,-1.000000,0.000000
7.000000,4.500000,0.000000,0.000000,4.200000,64.110000,1.000000,0.000000
7.000000,5.000000,0.000000,0.000000,4.100000,63.790000,1.000000,0.000000
7.000000,5.500000,0.000000,0.000000,4.000000,63.800000,1.000000,0.000000
7.000000,6.000000,0.000000,0.000000,4.000000,63.770000,1.000000,0.000000
7.000000,6.500000,0.000000,0.000000,4.100000,63.780000,1.000000,0.000000
7.000000,7.000000,0.000000,0.000000,4.200000,64.310000,1.000000,0.000000
7.000000,7.500000,0.000000,0.000000,4.400000,64.320000,2.000000,0.000000
7.000000,8.000000,24.000000,563.000000,4.600000,64.530000,3.000000,7.319893
7.000000,8.500000,36.000000,726.000000,4.300000,60.070000,4.000000,15.202688
7.000000,9.000000,44.000000,821.000000,4.000000,61.910000,5.000000,23.085309
7.000000,9.500000,50.000000,880.000000,3.400000,57.710000,6.000000,30.310866
7.000000,10.000000,56.000000,917.000000,2.800000,57.910000,7.000000,36.597857
7.000000,10.500000,60.000000,943.000000,2.600000,54.020000,7.000000,41.759093
7.000000,11.000000,66.000000,955.000000,2.500000,51.600000,8.000000,45.606058
7.000000,11.500000,67.000000,965.000000,2.400000,51.580000,8.000000,48.139728
7.000000,12.000000,68.000000,969.000000,2.300000,53.150000,8.000000,49.265804
7.000000,12.500000,68.000000,967.000000,2.300000,56.920000,8.000000,48.890445
7.000000,13.000000,67.000000,959.000000,2.300000,58.650000,8.000000,47.013653
7.000000,13.500000,65.000000,945.000000,2.300000,62.870000,7.000000,43.823587
7.000000,14.000000,61.000000,922.000000,2.300000,64.420000,7.000000,39.225395
7.000000,14.500000,57.000000,888.000000,2.000000,69.100000,6.000000,33.501483
7.000000,15.000000,52.000000,832.000000,1.800000,77.380000,5.000000,26.651333
7.000000,15.500000,44.000000,753.000000,1.700000,89.290000,3.000000,19.050491
7.000000,16.000000,34.000000,612.000000,1.700000,85.850000,1.000000,10.980081
7.000000,16.500000,19.000000,378.000000,1.700000,92.390000,0.000000,3.660067
7.000000,17.000000,0.000000,0.000000,1.700000,92.170000,-1.000000,0.000000
7.000000,17.500000,0.000000,0.000000,1.500000,92.200000,-1.000000,0.000000
7.000000,18.000000,0.000000,0.000000,1.300000,97.200000,-2.000000,0.000000
7.000000,18.500000,0.000000,0.000000,1.300000,97.210000,-2.000000,0.000000
7.000000,19.000000,0.000000,0.000000,1.300000,100.000000,-2.000000,0.000000
8.000000,4.500000,0.000000,0.000000,1.400000,77.110000,-7.000000,0.000000
8.000000,5.000000,0.000000,0.000000,1.600000,78.380000,-7.000000,0.000000
8.000000,5.500000,0.000000,0.000000,1.500000,78.370000,-7.000000,0.000000
8.000000,6.000000,0.000000,0.000000,1.400000,78.880000,-7.000000,0.000000
8.000000,6.500000,0.000000,0.000000,1.500000,78.880000,-6.000000,0.000000
8.000000,7.000000,0.000000,0.000000,1.600000,79.350000,-6.000000,0.000000
8.000000,7.500000,0.000000,0.000000,1.800000,73.460000,-5.000000,0.000000
8.000000,8.000000,29.000000,488.000000,2.000000,74.670000,-4.000000,7.132752
8.000000,8.500000,44.000000,664.000000,1.600000,64.190000,-2.000000,15.015990
8.000000,9.000000,86.000000,0.000000,1.200000,64.850000,0.000000,8.070917
8.000000,9.500000,123.000000,35.000000,0.800000,60.240000,0.000000,12.575616
8.000000,10.000000,159.000000,88.000000,0.500000,61.210000,1.000000,17.924748
8.000000,10.500000,182.000000,84.000000,0.900000,61.180000,2.000000,20.270696
8.000000,11.000000,205.000000,167.000000,1.300000,59.620000,3.000000,26.276539
8.000000,11.500000,213.000000,246.000000,1.400000,59.580000,3.000000,30.687244
8.000000,12.000000,224.000000,164.000000,1.500000,57.610000,3.000000,28.341125
8.000000,12.500000,221.000000,198.000000,1.500000,57.590000,3.000000,29.467262
8.000000,13.000000,205.000000,269.000000,1.500000,59.470000,4.000000,30.780751
8.000000,13.500000,79.000000,912.000000,1.400000,59.470000,4.000000,44.106563
8.000000,14.000000,75.000000,886.000000,1.300000,61.040000,4.000000,39.414376
8.000000,14.500000,69.000000,848.000000,1.200000,65.560000,3.000000,33.596432
8.000000,15.000000,60.000000,799.000000,1.100000,74.060000,2.000000,26.746057
8.000000,15.500000,50.000000,717.000000,0.900000,74.050000,1.000000,19.144757
8.000000,16.000000,37.000000,593.000000,0.800000,73.740000,0.000000,11.167897
8.000000,16.500000,20.000000,358.000000,1.000000,79.350000,-1.000000,3.847805
8.000000,17.000000,0.000000,0.000000,1.200000,80.990000,-2.000000,0.000000
8.000000,17.500000,0.000000,0.000000,1.300000,80.970000,-2.000000,0.000000
8.000000,18.000000,0.000000,0.000000,1.500000,85.900000,-2.000000,0.000000
8.000000,18.500000,0.000000,0.000000,1.800000,85.870000,-2.000000,0.000000
8.000000,19.000000,0.000000,0.000000,2.100000,84.910000,-2.000000,0.000000
9.000000,4.500000,0.000000,0.000000,3.200000,72.060000,0.000000,0.000000
9.000000,5.000000,0.000000,0.000000,3.200000,73.640000,0.000000,0.000000
9.000000,5.500000,0.000000,0.000000,3.200000,73.640000,0.000000,0.000000
9.000000,6.000000,0.000000,0.000000,3.200000,74.250000,0.000000,0.000000
9.000000,6.500000,0.000000,0.000000,3.100000,74.260000,0.000000,0.000000
9.000000,7.000000,0.000000,0.000000,3.000000,74.360000,0.000000,0.000000
9.000000,7.500000,0.000000,0.000000,3.000000,69.160000,1.000000,0.000000
9.000000,8.000000,36.000000,171.000000,3.100000,72.410000,2.000000,4.879982
9.000000,8.500000,61.000000,279.000000,3.200000,67.390000,3.000000,10.322926
9.000000,9.000000,88.000000,347.000000,3.400000,69.500000,4.000000,16.328813
9.000000,9.500000,81.000000,601.000000,3.600000,64.730000,5.000000,25.149849
9.000000,10.000000,88.000000,657.000000,3.800000,58.350000,7.000000,30.873576
9.000000,10.500000,78.000000,770.000000,3.700000,58.330000,7.000000,37.067060
9.000000,11.000000,107.000000,693.000000,3.600000,54.310000,8.000000,38.943445
9.000000,11.500000,107.000000,725.000000,3.300000,54.290000,8.000000,41.758634
9.000000,12.000000,105.000000,745.000000,3.100000,49.850000,9.000000,43.165754
9.000000,12.500000,84.000000,936.000000,2.800000,49.840000,9.000000,49.359101
9.000000,13.000000,82.000000,927.000000,2.500000,50.310000,9.000000,47.576168
9.000000,13.500000,79.000000,910.000000,2.100000,53.890000,8.000000,44.198464
9.000000,14.000000,72.000000,894.000000,1.700000,57.560000,8.000000,39.694162
9.000000,14.500000,66.000000,856.000000,1.200000,61.690000,6.000000,33.876850
9.000000,15.000000,59.000000,800.000000,0.800000,69.670000,5.000000,26.932861
9.000000,15.500000,50.000000,718.000000,0.600000,80.260000,4.000000,19.331813
9.000000,16.000000,38.000000,582.000000,0.500000,74.100000,3.000000,11.261374
9.000000,16.500000,21.000000,351.000000,0.400000,79.650000,1.000000,3.941568
9.000000,17.000000,0.000000,0.000000,0.300000,75.370000,0.000000,0.000000
9.000000,17.500000,0.000000,0.000000,0.600000,81.060000,0.000000,0.000000
9.000000,18.000000,0.000000,0.000000,1.000000,84.380000,0.000000,0.000000
9.000000,18.500000,0.000000,0.000000,1.200000,84.370000,0.000000,0.000000
9.000000,19.000000,0.000000,0.000000,1.400000,81.490000,-1.000000,0.000000
10.000000,4.500000,0.000000,0.000000,1.700000,77.160000,-1.000000,0.000000
10.000000,5.000000,0.000000,0.000000,1.700000,77.870000,-1.000000,0.000000
10.000000,5.500000,0.000000,0.000000,1.700000,72.310000,0.000000,0.000000
10.000000,6.000000,0.000000,0.000000,1.700000,74.560000,0.000000,0.000000
10.000000,6.500000,0.000000,0.000000,1.600000,69.290000,0.000000,0.000000
10.000000,7.000000,0.000000,0.000000,1.600000,72.590000,0.000000,0.000000
10.000000,7.500000,0.000000,0.000000,1.500000,67.520000,0.000000,0.000000
10.000000,8.000000,5.000000,0.000000,1.500000,75.600000,1.000000,0.469234
10.000000,8.500000,12.000000,0.000000,1.600000,75.630000,2.000000,1.126150
10.000000,9.000000,62.000000,0.000000,1.800000,77.280000,3.000000,5.818377
10.000000,9.500000,70.000000,0.000000,1.500000,77.290000,3.000000,6.569135
10.000000,10.000000,141.000000,22.000000,1.300000,75.370000,4.000000,14.076563
10.000000,10.500000,126.000000,0.000000,1.700000,75.360000,4.000000,11.824313
10.000000,11.000000,138.000000,576.000000,2.100000,74.640000,4.000000,37.068282
10.000000,11.500000,132.000000,630.000000,2.200000,80.120000,4.000000,40.165126
10.000000,12.000000,142.000000,608.000000,2.400000,81.450000,4.000000,40.634345
10.000000,12.500000,218.000000,264.000000,2.300000,81.460000,4.000000,32.188407
10.000000,13.000000,93.000000,0.000000,2.300000,80.330000,4.000000,8.727469
10.000000,13.500000,94.000000,0.000000,2.200000,80.360000,3.000000,8.821410
10.000000,14.000000,90.000000,0.000000,2.200000,78.780000,3.000000,8.446031
10.000000,14.500000,104.000000,0.000000,1.900000,84.670000,2.000000,9.759965
10.000000,15.000000,120.000000,188.000000,1.700000,92.150000,2.000000,16.329172
10.000000,15.500000,67.000000,0.000000,1.400000,92.180000,1.000000,6.287739
10.000000,16.000000,53.000000,37.000000,1.100000,93.270000,0.000000,5.443177
10.000000,16.500000,20.000000,0.000000,0.900000,93.310000,0.000000,1.876958
10.000000,17.000000,0.000000,0.000000,0.800000,96.300000,0.000000,0.000000
10.000000,17.500000,0.000000,0.000000,0.700000,96.350000,0.000000,0.000000
10.000000,18.000000,0.000000,0.000000,0.600000,93.450000,0.000000,0.000000
10.000000,18.500000,0.000000,0.000000,0.600000,93.490000,0.000000,0.000000
10.000000,19.000000,0.000000,0.000000,0.600000,97.760000,-1.000000,0.000000
11.000000,4.500000,0.000000,0.000000,0.600000,89.590000,-4.000000,0.000000
11.000000,5.000000,0.000000,0.000000,0.600000,87.470000,-4.000000,0.000000
11.000000,5.500000,0.000000,0.000000,0.500000,87.480000,-4.000000,0.000000
11.000000,6.000000,0.000000,0.000000,0.500000,85.530000,-4.000000,0.000000
11.000000,6.500000,0.000000,0.000000,0.400000,85.540000,-4.000000,0.000000
11.000000,7.000000,0.000000,0.000000,0.400000,84.330000,-4.000000,0.000000
11.000000,7.500000,0.000000,0.000000,0.400000,78.190000,-3.000000,0.000000
11.000000,8.000000,13.000000,0.000000,0.500000,80.430000,-3.000000,1.220063
11.000000,8.500000,28.000000,0.000000,0.300000,74.610000,-2.000000,2.627798
11.000000,9.000000,55.000000,0.000000,0.200000,76.440000,-1.000000,5.161690
11.000000,9.500000,38.000000,0.000000,0.500000,70.980000,0.000000,3.566219
11.000000,10.000000,147.000000,31.000000,0.900000,70.480000,0.000000,14.921813
11.000000,10.500000,189.000000,136.000000,1.200000,65.490000,0.000000,23.086578
11.000000,11.000000,186.000000,369.000000,1.500000,68.220000,1.000000,32.940243
